review,rating,place_index
"Đồ ăn ngon lắm ạ, gà không bị khô, đi ăn còn có quà mang về nữa 💓  mình rất hài lòng!",5,5
"Miếng gà hơi nhỏ nhưng bánh trứng ngon. Mình thích ăn bánh trứng ở KFC. Không gian chi nhánh này rộng rãi.",5,5
"Các bạn nv phục vụ nhiệt tình! Đồ ăn còn nóng! Không gian ổn, sạch sẽ.",5,5
"Không gian sạch sẽ, món lên nhanh, nhân viên nhiệt tình, hỗ trợ khách nhanh chóng 😍 …",5,5
"Món ăn ngon, đậm vị Các anh chị nhân viên nhiệt tình, thân thiện Không gian sạch sẽ, thoáng mát",5,5
"Các bạn nhân viên rất nhiệt tình, tuy lúc mình đến không có mấy khách nhưng các bạn không lơ là, vẫn giúp đỡ mình order món. Bên cạnh đó gà ăn cũng  ngon nữa!!!",5,5
"Nhân viên nhiệt tình,thân thiện,tuần con mình ăn 2 lần,hình minh họa",5,5
"Biết là Hnay 8/3 các bạn bị quá tải đơn nhưng cách xử lý của quản lý ( nhân viên áo trắng ca ngày 8/3 vào lúc 20:35 ) quá tệ và có thái độ không tốt với khách. Mình đi 3 người 2 đơn như hình. Nhưng các bạn làm quá lâu, khách đơn đi sau nhà mình thì ai cũng có đồ ăn để ăn. Trong khi nhà mình đi 3 người 2 đơn, thì giao trc 1 phần ( chờ hơn 20’) thì đc mỗi 2 cánh gà và bắp cải trộn. Chờ thêm 15’ nữa thì vẫn ko có đồ ăn mà khách càng vô sau thì ngta đã có đồ ăn xong hết rồi. Hối nhân viên thì mới giao đc 1 phần cơm, ( trong khi gọi 3 phần ) và BẠN QUẢN LÝ NỮ bảo là chừng nào có tiếp thì mới đưa ra tiếp ???!! Ủa là sao v? Đi 3 người gọi 3 phần cơm cho 1 phần ăn tạm bờ rồi bắt 2 người còn lại ngồi ngó và chờ ???! Thông cảm các bạn đơn nhiều nhưng ai thông cảm cho nhà mình là khách đặt đơn trước nhưng chờ mỏi mòn và ngồi ngó người đến sau ăn ???! Không một lời xin lỗi mà bạn nữ quản lý áo trắng thái độ cực tệ. Đề nghị công ty có thấy phản hồi nên xem xét lại bạn nhân viên này và Training lại cấp quản lý của nhà hàng. Luôn ghé quán khi có cơ hội nhưng lần này Cực thất vọng vì cách ứng xử của các bạn quản lý chi nhánh này.",1,5
"Mua thêm bánh trứng, mà nhà hàng để riêng, khi ăn xong món chín mới mang lên để bánh được nóng và giòn hơn.",5,5
"Nhân viên rất dễ thương , nhạc nhỏ một tí nữa thì sẽ ok hơn",5,5
"Nhân viên quá dễ thương , phục vụ tốt , đặc biệt nhân viên ca tối , đồ ăn ngon , giá cả hợp lý , nhưng sai định vị quá  kiếm hơi mệt ❤️",5,5
"Hôm nay mình có đặt đơn shopee do quán đông nên đã làm nhầm 2 phần mì ý gà rán thành 2 phần mì ý gà viên, sau khi trao đổi quán đã giao bù 2 miếng gà và còn tặng thêm 1 phần khoai tây chiên. Mình cảm thấy rất tuyệt vì quán đã khắc phục sự cố rất chuyên nghiệp, cảm thấy rất hài lòng và sẽ tiếp tục ủng hộ.",5,5
"Quán tệ - giá cao Vị trí và không gian: vị trí đẹp thuận lợi di chuyển, bãi đỗ xe to. Không gian rộng nhưng cũ kỹ có dấu hiệu xuống cấp, NVS dơ. Cảm giác dơ và cũ. 2/5 Đồ ăn: vẫn giữ dc đặc điểm đồ ăn của kfc nhưng cảm giác đồ hơi cũ ko mới, tương cà hôi không ngon, mình chỉ ăn được tương ớt. Giá cả thì mắc so với đồ ăn mang lại. Cũng chẳng hy vọng gì ở đồ ăn nhanh. 2/5 Phục vụ: đồ ăn ra nhanh, phục vục nhanh nhẹn, đầy đủ. 4/5 Tóm lại: nếu ăn gà rán thì nên kiếm quán khác ăn nhé.",3,5
"Hôm nay tôi nhận thấy KFC đã cải thiện dịch vụ tốt hơn hẳn, từ thái độ phục vụ nhân viên, đến gà đã không còn bị khô, tương ớt là thứ tôi thấy ngon hẳn, có lẽ cần cải thiện tương cà chua",5,5
"Bữa mình đi ăn món này cơm hơi nhão k có gì đặt sắc :') , lầu trên k mở máy lạnh đâu vì mình đi buổi trưa cũng vắng nữa chỉ bật cây quạt cho khách thôi , nói chung là k hài lòng lắm về chi nhánh ở đây",3,5
"gà khô khốc, chiên từ 10 năm trước bóc cả da, cứng đơ nguội ngắt",1,5
"Quán chăm sóc và giải quyết vấn đề hợp lý , rất hài lòng với bạn nhân viên/ quản lý ở đây ( bạn Yến) . Tôn trọng khách hàng và đồ ăn ngon",5,5
"tệ từ thái độ cách phục vụ, rất mất thời gian, hỗ trợ khách hàng cũng chả ra gì",1,5
"Đồ ăn ngon, phục vụ chu đáo, nhân viên nhiệt tình, mình sẽ quay lại ạaa",5,5
"KFC Phạm Văn Chiêu ngon ngon, ngày mưa nào cũng ra đây ăn combo 369k dc nhìu lựa chọn dành cho gia đình khoảng 3-4 người.  Có nhiều vị bánh dành cho bạn. Nước ún review thoải mái luôn.:  Nay đăng nhập wifi của KFC có kiểu điền số điện thoại nhận mã sms xác nhận vào wiffi nữa nha các anh chị. hihi Thật là hài quá đi ak. Mà đi ăn được món mình thích là vui lắm rồi. kkk  Có nhiều ưu đãi 1 được 3 nha quý vị. Mua cho con ăn thì hết nước chấm luôn. ....  Này mà mua về nhà làm chai vang với bánh dài 1 mét mấy cái ăn chil chil lắm nak",5,5
"Nhân viên phục vụ tốt, quản lý quan tâm khách hàng, tốt chắc chắn sẽ quay lại",5,5
"Đồ ăn ngon, chất lượng phục vụ tốt",5,5
"Đồ ăn ngon, mìn đã dùng rất nhiều lần. Rất hài lòng",5,5
"Mình đi ăn trưa ở KFC chi nhánh PVC. Vì gần nên ghé thử. Thứ nhất về không gian vì buổi trưa vắng nên ko cho lên lầu vì ko mở máy lạnh, ngồi ở dưới ko có bàn riêng tư phải ngồi bàn to chung với delivery. Vừa ngồi ăn thì nhân viên leo lên ghế trước mặt để dán khuyến mãi. Bên cạnh cửa thì dọn dẹp thảm quét ngay cái quạt thôi dô trực tiếp chỗ m đang ăn. Thứ hai về đồ ăn, gà thì tạm được, mỳ ý thì dỡ tệ và có mùi hộp, khoai tây thì dỡ nhất trong các chỗ mình từng ăn. Dc món khoai môn kim sa ko dỡ nhưng ăn bth ko gì đặc biệt. Nói chung là thất vọng. Không có quay lại lần sau.",1,5
"Gà rán ngon đậm vị, phục vụ nhanh tận tình, sẽ quay lại trải nghiệm.",5,5
"Đồ ăn ở đây ngon , các anh chị nhân viên phục vụ nhiệt tình",5,5
"Đồ ăn ok nha , ngon mà tương ớt k đúng gu cay nên thấy hơi thiếu",5,5
"Thoải mái khi ăn uống, nhân viên dễ thương",5,5
"Đã lâu chưa ăn kfc nhưng được dịp vào kfc Phạm Văn Chiều cảm giác của tuổi thơ ùa về.. gà nóng giòn ăn là nhớ, thu ngân nhân viên niềm nở làm mình thấy rất hài lòng.",5,5
"Gà làm giòn rụm ngon , không gian quán sạch sẽ , nhìn chill chill , nhân viên nhiệt tình lóm , đặc biệt là chị Hồng Yến , hình như là c quản lí , e có cái cần hỏi thì c ấy nhiệt tình hỗ trợ vô cùng ýyy , xuất sắc luôn 🥰",5,5
"Quán ồn ào kinh khủng, đốt mấy cây pháo sáng khói mù mịt thở không nổi. Ghé được hai lần chừa luôn, mọi người cân nhắc nếu muốn ăn ở đây nhé. Đồ ăn mắc, không có khuyến mãi và cũng chả ngon lắm đâu.",1,5
"Mình tổ chức tiệc sinh nhật cho bé ở đây, các bạn nhân viên rất nhiệt tình và chu đáo, tổ chức trò chơi rất vui cho các bé",5,5
"Đồ ăn ngon hợp khẩu vị. Nhân viên dễ thương",5,5
"Rộng rãi, thoải mái, nhân viên nhiệt tình",5,5
"Đồ ăn ngon nhân viên phục vụ nhiệt tình 🥰",5,5
"Phục vụ nhiệt tình, cảm thấy rất dễ chịu khi được bạn phục vụ. Gà ngon, khách quen cuối tuần nào cũng ăn",5,5
"Phục vụ siêu ok luôn ạ, dù lúc mình tới đã trễ rồi nhưng các bạn vẫn hỗ trợ mình đặt món! Nên tới nhaaaa",5,5
"Hôm nay mình mua cơm trưa bên chi nhánh này thật sự quá tệ, quán không hề có khách nhưng làm phần ăn rất chậm, nhưng cái kinh khủng nhất là đồ ăn ở đây quá gớm. Mình ăn ở chi nhánh khác chưa bh gặp trường hợp ntn, hình như toàn dùng đồ cũ, cơm thì khô cứng, dưa leo thì nhớt nhớt mùi vị rất kì, kinh nhất là nước ngọt ở đây, mùi thì lờ lợ, ko cảm nhận đc vị gas nữa, có miếng gà là ok nhưnh hình như cx là gà cũ. Tệ",1,5
"KFC lun ngon, cơ sở đẹp, anh chị nhân viên nhiệt tình",5,5
"Đặt phần khoai tây múi cau và phần cơm trên grabfood, nhân viên làm hộp cơm không có nổi 1 miếng xà lách, làm rất lâu 45p mới xong, trong khi chỉ cách 2km. Sợ đánh giá trên app ảnh hưởng tài xế, nên phải lết lên đây đánh giá. Làm riết thấy thật sự quá tệ cái chi nhánh này.",1,5
"Đồ ăn ngon, nhân viên thân thiện, cửa hàng sạch sẽ.",5,5
"Nhân viên nhiệt tình. Món ngon",5,5
"Dịch vụ ngày càng tệ, nhân viên thì lăng xăn, khách hàng chờ 1 đơn hơn 20 phút nhưng shopee đến thì có món đi liền... mua về 1 phần mì ý và gà rán giòn mà chúng nó để chung 2 thứ vào 1 hộp...so với dịch vụ của J thì không đáng để so sánh... chổ này bị lần thứ 3 rồi nhưng lần này bực quá mới  cmt 1 sao.",1,5
"Đi ăn lúc trưa 14/9/23 thấy nhân viên nhanh lẹ phục vụ món, khay đồ ăn có giấy ăn muỗng dĩa dao đầy đủ, gà rán giòn ngon, bánh tart trứng còn nóng hổi, khoai môn kim sa ăn ok, khoai tây chiên giòn thơm. Wifi tầng trên hơi tệ",5,5
"Nhân viên nhiệt tình . Xử lý tình huống thoả đáng cho khách",5,5
"Đồ ăn ngon, nhận viên rất nhiệt tình ạ",5,5
"Phục vụ nhanh, nhân viên thân thiện, sẽ quay lại.",5,5
"Nhân viên dễ thương nhiệt tình Quán có order tự động hiện đại Bãi đậu xe rộng rãi thoải mái Gà giòn nóng và mềm 10 đỉmmm",5,5
"Món ăn ngon, gà tươi",5,5
"Nhan viên phục vụ vui vẻ ,gà rất tươi và ngon ,gìa đinh sẽ quay lại ! See you again",5,5
"Đồ ăn ngon, nhân viên nhiệt tình chu đáo",5,5
"Nhân viên phục vụ nhiệt tình, linh hoạt. Nhà hàng sạch sẽ",5,5
"Nhân viên phục vụ nhiệt tình, đồ ăn ngon và nóng, mình rất hài lòng",5,5
"Phuc vu chu đáo, đo ăn lên rất nhanh , trải nghiệm thật tuyệt vời",5,5
"Mình đi làm về trưa ghé ăn combo, gà giòn ngon và ăn vừa bụng. Rất thích!",4,5
"Đồ ăn ngon, nhân viên phục vụ nhiệt tình",5,5
"Gà và bánh trứng ở đây ăn rất ngon, cảnh quan thoáng mát, nhân viên pv tốt và nhanh chóng , nói chung ko có gì để chê",5,5
"DỞ TỆ KHÔNG BAO GIỜ QUAY LẠI KHÔNG ĐÁNG CÓ 1 SAO NÀO LUÔN ĂN VỀ ĐAU BỤNG Ẻ CHẢI GÀ KHÔ CÓ MÙI NHƯ ĐỂ QUA MẤY NGÀY CHIÊN ĐI CHIÊN LẠI KHÔNG ĐÁNG TIỀN MỌI NGƯỜI NÉ CHỔ NÀY RA",1,5
"Gà rán ngon, nhân viên thân thiện, chu đáo,phục vụ nhanh, chỗ để xe rộng rãi",5,5
"gà mọng mềm, ăn không có khô, tốc độ phục vụ nhanh, đã ăn nhiều lần ở đây",5,5
"Nhân viên nhiệt tình, thân thiện. Đồ ăn ngon",5,5
"Ngon tuyệt vời, nhân viên phục vụ 10đ",5,5
"Hôm nay tôi có tới đổi 2 que kem gà từ chương trình khuyến mãi mang về, khi mở ra thật sự bất ngờ vì chẳng thấy sốt cũng như bột vảy đâu cả. Tôi đổi que từ chương trình chứ chẳng có đi ăn xin mà lại làm như vậy. Thất vọng",1,5
"Nhân viên nhiệt tình, giới thiệu khuyến mãi rõ ràng, đồ ăn ngon còn nóng",5,5
"Món ăn ngon. Phục vụ tốt chuyên nghiệp. Nhân viên vui vẻ dễ thương",5,5
"Phục vụ nhiệt tình , rất hài lòng sẽ quay lại nữa❤️",5,5
"Phục vụ dễ thương, món vừa miệng, sạch sẽ, thoáng mát 😍",5,5
"Nhân viên phục vụ tận tình, đồ ăn ngon, nóng hổi",5,5
"Nhân viên dễ thương nhiệt tình ok",5,5
"Gà giòn ngon không bị khô và nhân viên rất nhiệt tình chu đáo",5,5
"Đồ ăn ngon, nhân viên dễ thương trang trí đẹp mắt đồ ăn ra nhanh nữa nói chung là 10đ",5,5
"Đồ ăn ngon, phục vụ tốt. Quán hơi ồn",5,5
"Nhân viên nhiệt tình, gà ngon nha, sẽ ghé lại lần sau",5,5
"sản phẩm quá ngon luôn con gái mình khi nào cũng muốn ăn ở kfc phạm văn chiêu , sẽ ủng hộ nhiều",5,5
"quán gà rán có thức ăn đồ uống ngon sạch sẽ tuy nhiên đồ ăn có giá hơi mắc thái độ nhân viên cần xem lại. Nói chung tạm được",3,5
"đồ ăn ngon , phục vụ thân thiện với tốt lắm nha",5,5
"Nhà hàng sạch sẽ, đội ngũ nhân viên phục vụ nhiệt tình và chu đáo",5,5
"Đồ ăn chất lượng cao. Nhân viên nhiệt tình, vui vẻ. Không gian sạch sẽ. Nên thử",5,5
"Nhân viên phục vụ nhiệt tình nhanh nhẹn, đồ ăn ra cực nhanh, lịch sự chu đáo, perfect.",5,5
"Đồ ăn ngon , tuyệt vời , ngon không chỗ chê , đỉnh nóc kịch trần",5,5
"Sản phẩm ngon , chỗ ăn thoáng mát mọi người nên thử",5,5
"Gà ngon nv nhiệt tình thân thiện phục vụ siêu dễ thương lần đầu mình đc trãi nghiệm dvu ưng ý đến vậy lun á",5,5
"Quán rộng rãi, nhân viên chuyên nghiệp dễ thương. Gà giòn không bở bãi xe siu rộng",5,5
"đồ ăn lên món nhanh, nhân viên nhiệt tình",5,5
"Thời buổi nào mà bắt nhập số điện thoại vào nhận mã OTP vào wifi. Trong khi các quán share password bằng bill hoặc qrcode. Phục vụ siêu chậm",1,5
"Đồ ăn rất ngon , thoáng mát sạch sẽ , nhân viên phục vụ rất dễ thương",5,5
"Đồ ăn ngon, nhan viên nhiệt tình thân thiện",5,5
"Ga Tuoi ngon , sach se , nhan vien phuc vu nhiet tinh vui ve that tuyet voi see you again",5,5
"Đồ ăn rất là thơm ngon và đỉnh ạ",5,5
"sản phẩm kfc ở phạm văn chiêu ngon nha , thoáng mát mọi người nên ăn thử",5,5
"Dạ dịch vụ thoải mái, mấy anh chị nhân viên siêu thân thiện, hỗ trợ hết mình ạ",5,5
"Sản phẩm ngon chất lương tốt nha , mọi người nên ăn thử",5,5
"Nhân viên phục vụ nhiệt tình, dễ thương",5,5
"Bạn cao cao đeo mắt kính phục vụ tiếp khách dth lắm nha!!!",5,5
"Thức ăn ngon, nhan vien phuc vu nhiet tinh",5,5
"Ăn salad và gà ko có muỗng nĩa, mức độ vệ sinh tệ, không dọn dẹp sau khi khách ăn.",2,5
"Ôi em ăn phần ăn 41k và gọi thêm 1 chén súp 'đại dương' trị giá 12k. Em nhìn chén súp em mún khóc luôn. 4 miếng carot và 5 miếng su su nhỏ nhỏ xinh xinh. KFC buôn bán 'xông xênh' thế này thì làm sao có lãi được ạ ? Từ sau ko dám ăn canh nữa, ăn xong thấy có lỗi với KFC quá.",3,5
"quán de thương, anh quản lý cao cao vùa đẹp trai lại nhiệt tình nữa chứ, quán 100đ",5,5
"Nhân viên dễ thương nhiệt tình, gà không bị khô",5,5
"Ăn ngon, đã ăn nhiều lần. Lần nào cũng oke.",5,5
"Đồ ăn ngon , dịch vụ tốt , đỉnh nóc kịch trần 😋",5,5
"Đồ ăn ngon nhan viên dễ thương quán mát",5,5
"Đồ ăn ngon nhân viên nhiệt tình",5,5
"Tệ hơn các cửa hàng KFC lân cận. Dont try",1,5
"Đồ ăn vừa miệng. Phục vụ nhiệt tình",5,5
"Gà rất ngon mọng nước, nhân viên nhiệt tình",5,5
"nhân viên phục vụ nhiệt tình, gà nóng hổi",5,5
"Món ăn ngon , gà giòn, phục vụ tốt",5,5
"Nhân viên pv thái độ vui vẻ nhiệt tình, cơm gà quay với bánh trứng ăn ở đây rất ngon",5,5
"Nhân viên nhiệt tình , góp ý đừng mở máy cái nhạc vinahouse",5,5
"Đặt lần đầu, nhân viên gọi báo chưa có đùi gà truyền thống, kêu đổi gà giòn k cay hoặc đợi 20-25 phút. Mình đồng ý đợi, tài xế hủy đơn nên mình đặt lại đơn khác. Đợi hơn 30 phút, lúc nhận mở hộp gà ra thấy 1 sợi tóc, còn gà thì 2 đùi 1 má đùi dù mình đã ghi chú và dặn rất kĩ là chỉ lấy đùi, nhưng thôi cũng thông cảm được vì nhân viên có cho thêm 2 tẩy đá như yêu cầu. Lúc ăn nhìn kĩ hơn thì chắc chắn k phải gà truyền thống, vì lớp bột đó là bột chiên giòn và có vị khá mặn, phần xương gà thì bị đen như kiểu chiên lại lần 2; thịt gà rất bở và hơi nhớt; da gà sậm màu, cầm lên là chảy dầu đầy ra tay và da rất mềm chứ k có xíu giòn nào. Mình rất hay đặt KFC Phạm Văn Chiêu này nhưng chưa bao giờ thất vọng kinh khủng như vậy. Đề nghị cửa hàng trưởng xem lại quản lý ca và nhân viên bếp sáng nay.",1,5
"E lỡ đánh giá 3* trên shoppe do shipper giao thiếu sr quán nhìu ạ",5,5
"Trải nghiệm ok nhân viên nhiệt tình tận tình với khách hàng",5,5
"ngon, giá cả hợp lí, phục vụ tốt.",5,5
"Thức ăn ngon, nhân viên nhiệt tình",5,5
"Đồ ăn ngon, phục vụ nhiệt tình!",5,5
"Nhân viên rất thân thiện, lên món nhanh, đồ ăn cũng ngon nữa",5,5
"Món ăn ngon, gà mới. Nhân viên nhiệt tình",5,5
"Đồ ăn tươi ngon, không gian sạch sẽ",5,5
"Trong khi đang sửa chữa mà Mở bán bụi bẩn, dơ, nóng bức 😫 …",1,5
"38 nghìn cho một cái bỏ thiếu như này. Làm ăn cho đàng hoàng để đức cho con cháu đi mấy bạn nhân viên",1,5
"Không gian rộng ngồi khá thoải mái. Đồ ăn ra nhanh hơn ở kfc khác",5,5
"Ngày 19/8 quán sử dụng gà cũ, có mùi hôi thối bán cho khách. Làm tôi bị đau bụng cả ngày hôm sau, bình luận trên grab bị biến mất không thấy đâu, tôi nghĩ có sự bao che ở đây.",1,5
"gà ngon, ko bị khô, nhân viên nhiệt tình 10điểm",5,5
"Tối khuya, trời mưa tầm tã chưa kịp ngớt nhưng 2 đứa vẫn hăng say đi ăn. Qua thấy kfc đang dọn rồi nhưng vẫn nhận món, 20p chờ. Quán thấy ít nhân viên, đồ ăn chả khách k ai dọn, bỏ bừa khứa ra bàn, nhìn dơ lắm. Ngồi 1 lúc mới có bạn ra bưng đi nhưng cũng k lau cái bàn đầy tương Gà mới chiên xong nóng hổi, giòn tan. Rất thơm ngon! Lần sau qua mong là trải nghiệm vệ sinh tốt hơn",4,5
"Gà ngon, quán sạch. Trải nghiệm ok",5,5
"gà thấm gia vị, nhà hàng đẹp, rất thích cách phục vụ của các bạn nhân viên ở đây.",5,5
"Nay nghỉ hè nên bắt đầu tấp nập rồi, tranh thủ đến sớm để hết đùi nha 😋😋😋 …",5,5
"Gà nóng phỏng tay nhưng tui khoái",4,5
"Cửa hàng mới sửa nên nhìn rất đẹp, gà giòn cay thấm gia vị rất ngon !! Sẽ quay lại KFC Phạm Văn Chiêu này",5,5
"Do có tiệc sinh nhật nên hơi ồn",5,5
"đồ ăn lên ngón nhanh, nhân viên nhiệt tình",5,5
"Nhân viên dễ thương thân thiện đồ ăn nóng giòn",5,5
"Mát mẻ không khi vuii tươi ăn ngon miệng",5,5
"Gà ăn rất ngon nhennn, nhân viên dễ thương nữaaaaaa",5,5
"Món gà xiêm xanh mới ra ăn ngon quá à, mấy anh chị nhân viên nhiệt tình vui tánh xỉuuuuu",5,5
"good service. quản lý rất chuyên nghiệp. các bé rất thích",5,5
"gà cay thấm gia vị, ở đây có chơi game nhận quà, nhân viên thân thiện",5,5
"Nhân viên thân thiện. Dễ thương. Vui vẻ",5,5
"Phục vụ tốt gà ngon chuẩn vị",5,5
"Gà ngon, mọng nước, cửa hàng mới trang trí lại trong rất bắt mắt, không gian thoáng mát. Nhân viên hỗ trợ nhiệt tình. Nhất định sẽ quay lại.",5,5
"Nhân viên nữ thái độ xem thường khách hàng ăn nói trống không, khách order không thèm quan tâm dẫn đến thiếu món xong mặt thì cứ khó chịu nói chung là dịch vụ bên này rất tệ🙄",1,5
"thức ăn khô và nhiều dầu mỡ",5,5
"nhân viên nhiệt tình, đồ ăn sạch sẽ, nhom nhom",5,5
"Nhân viên phục vụ tận tình",5,5
"sản phẩm ngon thoáng mát , chats luoengj",5,5
"Món ngon, nhân viên nhiệt tình",5,5
"ngon thân thiện vs khách hàng 100đ",5,5
"Không gian đẹp, nhân viên chuyên nghiệp",5,5
"đồ ăn ngon phục vụ tôt",5,5
"Nhận viên phục vụ tốt lắm ạ",5,5
"ngon nha ạ , ủng hộ mãi ạ",5,5
"Đồ ăn vừa miệng, NV thân thiện.",5,5
"Quán rộng , nhân viên thân thiện",5,5
"Bữa ăn rất ngon, tốt",5,5
"Đồ aqn nhanh tiện lợi sạch sẽ",5,5
"Đồ ăn ngon Phục vụ nhanh",5,5
"Sản phẩm ngon , sẽ ủng hộ nhiều",5,5
"Sản phẩm ngon , thoáng mát",5,5
"Sản phẩm chất lượng khônggian mát mẻ ạ",5,5
"Đò ăn gọi hơn 20 phút rồi Mà chưa có",2,5
"Chu đáo, tận tâm và tận tình hướng dẫn",5,5
"làm ngày càng tệ milo k ns là milo hộp để r mua xg mang ra cho hộp milo lm bỏ tiền ra mua một milo giá trên trời nv thì lâu lắc k chịu đc lm cái gì cx chậm đưa tiền thừa cx lâu lm ăn gì kì kfc ngày càng đi xg chất lượng đồ ăn đến phục vụ đều đi xg",2,5
"Gà ngonn, nv phục vụ ổn",5,5
"Quán ok",5,5
"Phục vụ nhanh chóng tận tình",5,5
"Phục vụ rất tốt ạaa",5,5
"Phục vụ ok nhen",5,5
"Thái độ nhân viên quá tệ. Mình vô buổi trưa oder 2 combo cơm, nói chuyện kiểu lãng tránh để mình đặt combo khác cao hơn. Mình k đặt thì tỏ thái độ coi thường",1,5
"Ăn ok",5,5
"Phục vụ tốt",5,5
"Quán làm rất lâu. Thái độ quản lý chán lắm.",1,5
"Món ăn ngon",5,5
"Đồ ăn ngon, tuy nhiên tới sau 8h tối là món gần hết. Bảo vệ giữ xe không nhiệt tình",3,5
"Thịt gà mới ra lò, vẫn nóng hổi và giòn. Họ có thể không có nhiều loại nước sốt nhưng họ đã nêm gia vị cho thịt gà và bột bánh đủ ngon để làm cho nó ngon, và tôi cũng thích cách đó hơn nước sốt.",5,5
"Dịch vụ tốt. Hỗ trợ đặt hàng và thông tin khuyến mãi rất tốt.",5,5
"Tôi đã đặt hàng cái này và tôi nhận được cái khác mà không cần hỏi nhân viên. Tôi đã được đề nghị thay đổi món ăn tôi muốn vì nhân viên quá lười biếng",1,5
"Mấy lần liên tiếp họ làm “hỏng máy” để sử dụng thẻ tín dụng của tôi (của ngân hàng Việt Nam) nên tôi phải thanh toán bằng tiền mặt. Hôm nay tôi cố tình để hết số tiền lớn ở nhà nhưng lại lấy thẻ tín dụng và...'máy lại hỏng'.  Tôi đã hủy đơn hàng và ghé thăm Pizza Hut gần đó.  Tôi tự hỏi liệu tôi có phải là khách hàng 'may mắn' duy nhất gặp phải tình huống đó không...",1,5
"Gà có rất nhiều dầu và tôi yêu cầu gà cay nhưng không cay. Cơm nguội và cứng. Súp gà mặn quá. Canh gà Lê vang không ngon hơn",3,5
"Gà cay không cay",4,5
"Tuyệt vời!",5,5
"Tạm biệt",5,5
"Được rồi",5,5
"Tốt 💯",5,5
"thỏa thuận tuyệt vời",5,5
"Rất tốt ⭐️",5,5
"Được rồi",5,5
"Được rồi",5,5
"Tốt",5,5
"KFC",5,5
"Được rồi",5,5
"Kfc PVC iz da bezt",5,5
"Được rồi",5,5
"Được rồi",5,5
"Tốt",5,5
"Thật ngon",5,5
"KFC không gian nhỏ nhưng sạch sẽ và phục vụ nhanh 👍 …",5,5
"Được rồi",5,5
"Tốt",5,5
"Được rồi, tốt quá",4,5
"Sẽ ổn thôi nếu kẻ thù cắn nhanh.",5,5
"Dịch vụ rất tốt",5,5
"Tốt",5,5
"Chuột tất cả mọi thứ",2,5
"Cốm gà và khoai tây chiên là hợp pháp",5,5
"Được thôi",5,5
"Rất tốt 👍",5,5
"Đi siêu thị xong tính đi về mà tự nhiên anh nhân viên đưa tờ rơi KFC giảm giá cái 3 người tụi mình vào luôn 😂.  Gọi 2 phần 49k, mỗi phần có 1 mì 1 gà 1 kem. Gà bình thường, lớp giòn ngoài hơi cứng, mình vẫn thích Jollibee hơn. Kem đặc biệt ngon nha. Trừ 1 sao vì sau bao năm món mì ý KFC vẫn dở không thể tả dù bề ngoài nhìn bắt mắt.  Không gian ở đây đẹp, trên dĩa trên ly trên kem gì cũng có logo brand. Ghế ngồi cũng tạo cảm giác giống giống cái logo.  Nhân viên tận tình, thân thiện.",4,6
"Thằng con thích ăn mới dắt vào , gửi xe dưới lầu xong vào ăn .  Đồ ăn thừa thì để la liệt trên bàn k ai dọn Bẩn và nhếch nhác  Kêu hết hơn 200k ra ngồi chờ hơn nửa tiếng đồng hồ , đói rã ruột k ai bưng ra hay nói gì .  Ra thấy nv để khay sẵn cho mình tự  bê , cọc ngang luôn.  Tự bê cũng dc nhưng ít nhất cũng có cái báo cho ngta biết mà lấy . Nói thì nv mặt trơ ra k 1 câu xin lỗi .  1 lần và k có lần 2 .",1,6
"Tuy cửa hàng hơi nhỏ nhưng ở trong siẻu thị nên thuận tiện cho khách hàng",3,6
"Mình bữa cn vừa rồi có trò chơi minigame nhận quà đơn từ 70k tháy mấy bé thích thú mình cũn vui. Đồ ăn ok nóng hổi nhân viên cũng de thương và nhiệt tình. Mỗi tội đi tối cn nên đợi hơi lâu vì khách dông, nhưng k sao có trò chơi cũng đỡ chán lắm",5,6
"Nhà  hàng sạch , gà thì nóng ngon,",5,6
"Kem ngon, nhân viên dễ thương,phục vụ tốt",5,6
"Gà ngon , nhân viên phục vụ nhiệt tình , hơi ít chổ ngồi",5,6
"Ngon , gà giòn ngon , good",5,6
"Nhân viên hoà đồng thân thiện, đồ ăn ngon 😍",5,6
"gà ngon, luôn nóng và giòn, tuy ít chỗ ngồi nhưng nhân viên luôn nhiệt tình và luôn hỗ trợ xử lí những yêu cầu của kháchhh❤",5,6
"Chi nhánh có tổ chức trò chơi vui nhộn",5,6
"Nhân viên nhiệt tình, thái độ phục vụ tốt",5,6
"Ăn gà bằng đồ nhựa... Muỗng nĩa nhựa. Như cho con nít chơi đồ hàng Mà",1,6
"Gà ngon, nhân viên nhiệt tình",5,6
"Gà ngon nóng giòn đi t7 cn hơi đông đợi hơi lâu xíu, có trò minigame chơi vui vuii. Em nv tên Thuỳ dễ thương nhiệt tìnhh",5,6
"Gà ngon, nhân viên giao hàng có gọi báo trước canh giờ giao đúng giờ",5,6
"Nhân viên ở đây chu đáo và rất vui vẻ nha",5,6
"Kem ngon",5,6
"Nhân viên nói chuyện rất dễ thương, khéo, đợi đồ ăn có lâu, nhưng mấy bạn vẫn tinh tế hỗ trợ khách trong lúc đợi ! Có cãi thiện tốt.",5,6
"Nhân viên dễ thương, quản lí nhiệt tình .",5,6
"Gà ngon giòn đồ ăn khác cũm ok, nv nhiệt tình thân thiện, rcm mng trải nghiệm thử",5,6
